,Name,hate
6791,59641.png,0
6792,63812.png,0
6793,89264.png,1
6794,75298.png,0
6795,76293.png,0
6796,07594.png,0
6797,64758.png,0
6798,13945.png,0
6799,67130.png,0
6800,94108.png,0
6801,18267.png,1
6802,80591.png,0
6803,31609.png,0
6804,12647.png,0
6805,05872.png,1
6806,93027.png,1
6807,18739.png,0
6808,25198.png,0
6809,76183.png,0
6810,60348.png,0
6811,02475.png,0
6812,04157.png,0
6813,46827.png,0
6814,94872.png,0
6815,17034.png,1
6816,47386.png,1
6817,20149.png,1
6818,67254.png,0
6819,16359.png,1
6820,28764.png,0
6821,46013.png,0
6822,69175.png,0
6823,14658.png,0
6824,25097.png,1
6825,13960.png,1
6826,10483.png,1
6827,01379.png,0
6828,27418.png,0
6829,70281.png,1
6830,16540.png,1
6831,92341.png,0
6832,71659.png,1
6833,27304.png,0
6834,90321.png,0
6835,75908.png,0
6836,98421.png,1
6837,31204.png,1
6838,53482.png,1
6839,17630.png,1
6840,60532.png,0
6841,71902.png,1
6842,07496.png,0
6843,38954.png,1
6844,48052.png,0
6845,51683.png,1
6846,02793.png,0
6847,45732.png,0
6848,59408.png,1
6849,37180.png,1
6850,71930.png,0
6851,47905.png,0
6852,30546.png,1
6853,26149.png,0
6854,86741.png,0
6855,37208.png,0
6856,76139.png,0
6857,02594.png,1
6858,43679.png,0
6859,40136.png,1
6860,09523.png,0
6861,49278.png,0
6862,65371.png,0
6863,15723.png,0
6864,13450.png,1
6865,25943.png,0
6866,64910.png,0
6867,69480.png,0
6868,65301.png,0
6869,76254.png,0
6870,96420.png,0
6871,04125.png,0
6872,43015.png,0
6873,96034.png,0
6874,20745.png,1
6875,90178.png,0
6876,61459.png,0
6877,19430.png,0
6878,91428.png,0
6879,63905.png,1
6880,56387.png,0
6881,96873.png,0
6882,37915.png,1
6883,76980.png,0
6884,90138.png,0
6885,38416.png,0
6886,24376.png,0
6887,79682.png,0
6888,36724.png,1
6889,07628.png,1
6890,01637.png,0
6891,15238.png,0
6892,48630.png,0
6893,28751.png,0
6894,02317.png,1
6895,48617.png,0
6896,21835.png,1
6897,51029.png,0
6898,27341.png,1
6899,91236.png,0
6900,05941.png,1
6901,71692.png,0
6902,81497.png,0
6903,20194.png,0
6904,04926.png,0
6905,23501.png,1
6906,58014.png,0
6907,18273.png,1
6908,98307.png,1
6909,72814.png,1
6910,01589.png,1
6911,28674.png,1
6912,69530.png,0
6913,69758.png,0
6914,50789.png,1
6915,90541.png,0
6916,09326.png,0
6917,89350.png,0
6918,54082.png,0
6919,72641.png,0
6920,14590.png,0
6921,62789.png,0
6922,90126.png,1
6923,30526.png,1
6924,82973.png,0
6925,12374.png,0
6926,49170.png,1
6927,04183.png,0
6928,92613.png,0
6929,05987.png,1
6930,02718.png,0
6931,38154.png,0
6932,71360.png,0
6933,12507.png,1
6934,83527.png,1
6935,36107.png,0
6936,72594.png,1
6937,34190.png,0
6938,36098.png,1
6939,46097.png,0
6940,36812.png,0
6941,98625.png,1
6942,61935.png,1
6943,69087.png,0
6944,51493.png,1
6945,48357.png,0
6946,64721.png,0
6947,82316.png,1
6948,58016.png,0
6949,80153.png,0
6950,52714.png,1
6951,75068.png,0
6952,63894.png,1
6953,04185.png,0
6954,13962.png,1
6955,72406.png,0
6956,83972.png,0
6957,14362.png,0
6958,08564.png,0
6959,82014.png,0
6960,94512.png,0
6961,56429.png,0
6962,82657.png,0
6963,29760.png,0
6964,49635.png,0
6965,53068.png,0
6966,56470.png,1
6967,57812.png,0
6968,31497.png,0
6969,01682.png,1
6970,87691.png,0
6971,58901.png,0
6972,94518.png,0
6973,47620.png,1
6974,05482.png,0
6975,25461.png,0
6976,09531.png,0
6977,96452.png,1
6978,29816.png,0
6979,08937.png,0
6980,84729.png,0
6981,36197.png,0
6982,43579.png,1
6983,40693.png,0
6984,75603.png,1
6985,83692.png,0
6986,68579.png,0
6987,72958.png,0
6988,85710.png,0
6989,65019.png,0
6990,68179.png,0
6991,10893.png,1
6992,18307.png,0
6993,57134.png,1
6994,30182.png,0
6995,29708.png,1
6996,14830.png,0
6997,98134.png,1
6998,74652.png,1
6999,06531.png,0
7000,43691.png,0
7001,12453.png,0
7002,53147.png,0
7003,90125.png,1
7004,56489.png,0
7005,89417.png,0
7006,86123.png,0
7007,86032.png,0
7008,17623.png,0
7009,65094.png,0
7010,58491.png,0
7011,13269.png,1
7012,81692.png,0
7013,06794.png,0
7014,08719.png,0
7015,58764.png,1
7016,71846.png,1
7017,07895.png,0
7018,71463.png,0
7019,13458.png,0
7020,82037.png,0
7021,43906.png,0
7022,06728.png,0
7023,40852.png,0
7024,40875.png,1
7025,03145.png,1
7026,74385.png,0
7027,32891.png,0
7028,24918.png,0
7029,29513.png,1
7030,64957.png,1
7031,93648.png,1
7032,91540.png,0
7033,12597.png,0
7034,43271.png,0
7035,76431.png,0
7036,14386.png,1
7037,21869.png,1
7038,78236.png,0
7039,09247.png,0
7040,21450.png,1
7041,93618.png,0
7042,05283.png,0
7043,49106.png,0
7044,40837.png,0
7045,39106.png,0
7046,02763.png,0
7047,58793.png,0
7048,42961.png,0
7049,70612.png,1
7050,90842.png,0
7051,13465.png,0
7052,67953.png,1
7053,43907.png,0
7054,58264.png,0
7055,32189.png,0
7056,05869.png,0
7057,82631.png,0
7058,50184.png,0
7059,83461.png,0
7060,37806.png,1
7061,45307.png,1
7062,86127.png,0
7063,21486.png,0
7064,45198.png,1
7065,71825.png,0
7066,53821.png,0
7067,45072.png,1
7068,16543.png,0
7069,67521.png,1
7070,71689.png,1
7071,61953.png,0
7072,35907.png,0
7073,17405.png,0
7074,67043.png,0
7075,05138.png,0
7076,07693.png,1
7077,54912.png,0
7078,59307.png,0
7079,67531.png,0
7080,83201.png,1
7081,03528.png,0
7082,93287.png,1
7083,12483.png,1
7084,51472.png,0
7085,47051.png,0
7086,56912.png,0
7087,45231.png,0
7088,68254.png,0
7089,70296.png,0
7090,75098.png,1
7091,70142.png,0
7092,30561.png,1
7093,53140.png,1
7094,49750.png,0
7095,57482.png,0
7096,02431.png,1
7097,01829.png,0
7098,34972.png,1
7099,30618.png,1
7100,42087.png,1
7101,87345.png,1
7102,98176.png,0
7103,12957.png,0
7104,31294.png,0
7105,98627.png,0
7106,73168.png,1
7107,74083.png,0
7108,92851.png,1
7109,39612.png,0
7110,91842.png,1
7111,07632.png,0
7112,02315.png,0
7113,06175.png,0
7114,54310.png,0
7115,24501.png,0
7116,20375.png,1
7117,21746.png,0
7118,23954.png,0
7119,68752.png,0
7120,12603.png,0
7121,93164.png,0
7122,90673.png,1
7123,51679.png,1
7124,52304.png,0
7125,03429.png,0
7126,97503.png,0
7127,05643.png,1
7128,30481.png,0
7129,26370.png,1
7130,19875.png,1
7131,36954.png,0
7132,02653.png,1
7133,12093.png,0
7134,06415.png,1
7135,95078.png,1
7136,05264.png,1
7137,47385.png,1
7138,15907.png,1
7139,41832.png,0
7140,52617.png,0
7141,16259.png,0
7142,02918.png,0
7143,80942.png,0
7144,31764.png,0
7145,32841.png,1
7146,21986.png,0
7147,19367.png,0
7148,41372.png,1
7149,52431.png,0
7150,30652.png,0
7151,79368.png,1
7152,86249.png,1
7153,65809.png,1
7154,09478.png,1
7155,81365.png,1
7156,90386.png,0
7157,49351.png,0
7158,78591.png,0
7159,70541.png,0
7160,67580.png,0
7161,10983.png,0
7162,28601.png,0
7163,45672.png,0
7164,58127.png,1
7165,19845.png,1
7166,58690.png,0
7167,18593.png,0
7168,12935.png,0
7169,85492.png,0
7170,25017.png,0
7171,78592.png,0
7172,84910.png,1
7173,83740.png,0
7174,71596.png,0
7175,68231.png,0
7176,51360.png,0
7177,07293.png,1
7178,29164.png,0
7179,63192.png,0
7180,81423.png,1
7181,23498.png,0
7182,34056.png,1
7183,82541.png,0
7184,49213.png,0
7185,79014.png,0
7186,05198.png,0
7187,92870.png,1
7188,50649.png,0
7189,19502.png,0
7190,42860.png,1
7191,09154.png,0
7192,90761.png,0
7193,70624.png,0
7194,27056.png,0
7195,12607.png,0
7196,27918.png,0
7197,69405.png,1
7198,80972.png,1
7199,90587.png,1
7200,76045.png,1
7201,58924.png,0
7202,08645.png,0
7203,20386.png,0
7204,90145.png,0
7205,78132.png,1
7206,19047.png,1
7207,78509.png,0
7208,30489.png,0
7209,46921.png,0
7210,43052.png,0
7211,62417.png,0
7212,78964.png,0
7213,69251.png,0
7214,59130.png,0
7215,70984.png,0
7216,93542.png,0
7217,84523.png,0
7218,39748.png,1
7219,01469.png,1
7220,18034.png,0
7221,74598.png,0
7222,84927.png,0
7223,05436.png,0
7224,45739.png,0
7225,35182.png,0
7226,37051.png,0
7227,57268.png,0
7228,32849.png,0
7229,50961.png,0
7230,72469.png,0
7231,70136.png,0
7232,86452.png,0
7233,43725.png,1
7234,50748.png,1
7235,50679.png,1
7236,56374.png,1
7237,05134.png,0
7238,79428.png,0
7239,65178.png,1
7240,32896.png,1
7241,41706.png,0
7242,13852.png,0
7243,43180.png,1
7244,18497.png,1
7245,36498.png,1
7246,59124.png,1
7247,48257.png,0
7248,61940.png,0
7249,10479.png,1
7250,35716.png,1
7251,41068.png,0
7252,06315.png,1
7253,05789.png,0
7254,76243.png,1
7255,13402.png,0
7256,58462.png,0
7257,90175.png,0
7258,54781.png,0
7259,37621.png,1
7260,40653.png,0
7261,46895.png,0
7262,51348.png,1
7263,46735.png,1
7264,30256.png,1
7265,20943.png,0
7266,82043.png,0
7267,76890.png,0
7268,68120.png,1
7269,36204.png,1
7270,14965.png,0
7271,94031.png,1
7272,71354.png,0
7273,70981.png,0
7274,20968.png,1
7275,74390.png,1
7276,23795.png,0
7277,38196.png,0
7278,67201.png,0
7279,12504.png,1
7280,15049.png,1
7281,09126.png,0
7282,36054.png,0
7283,46130.png,1
7284,48079.png,0
7285,56713.png,0
7286,35628.png,0
7287,16857.png,0
7288,80279.png,0
7289,79562.png,1
7290,16783.png,0
7291,41903.png,1
7292,17289.png,0
7293,09624.png,1
7294,68742.png,0
7295,48517.png,0
7296,41203.png,0
7297,93102.png,0
7298,18325.png,1
7299,95831.png,0
7300,51049.png,0
7301,80954.png,0
7302,52183.png,1
7303,52164.png,0
7304,01276.png,0
7305,19726.png,1
7306,41603.png,1
7307,18529.png,0
7308,50486.png,0
7309,83957.png,1
7310,14953.png,0
7311,25067.png,1
7312,35789.png,1
7313,34875.png,0
7314,60513.png,1
7315,95048.png,0
7316,51397.png,0
7317,07924.png,0
7318,87461.png,0
7319,97213.png,1
7320,09184.png,1
7321,17624.png,0
7322,38410.png,0
7323,69128.png,0
7324,29835.png,0
7325,71624.png,0
7326,07539.png,0
7327,48925.png,1
7328,51309.png,0
7329,94021.png,0
7330,96342.png,0
7331,57821.png,1
7332,93572.png,1
7333,73604.png,0
7334,89543.png,0
7335,42759.png,1
7336,52783.png,0
7337,52670.png,0
7338,64902.png,0
7339,20654.png,1
7340,70826.png,1
7341,12983.png,0
7342,75123.png,0
7343,45108.png,1
7344,40561.png,0
7345,24095.png,0
7346,78693.png,1
7347,24769.png,0
7348,92168.png,1
7349,74839.png,0
7350,04132.png,0
7351,48173.png,1
7352,82947.png,0
7353,35482.png,1
7354,72354.png,0
7355,35216.png,1
7356,78139.png,0
7357,71954.png,1
7358,56928.png,0
7359,40987.png,1
7360,97026.png,0
7361,68472.png,0
7362,75036.png,0
7363,84179.png,0
7364,14783.png,0
7365,35860.png,0
7366,02876.png,1
7367,80764.png,1
7368,72146.png,0
7369,21059.png,1
7370,49583.png,0
7371,21706.png,1
7372,50278.png,1
7373,25467.png,1
7374,96435.png,0
7375,09756.png,0
7376,41502.png,0
7377,10385.png,1
7378,10329.png,0
7379,21650.png,0
7380,30251.png,0
7381,62305.png,1
7382,31280.png,1
7383,37096.png,0
7384,47308.png,1
7385,48291.png,0
7386,06319.png,0
7387,56910.png,1
7388,98517.png,0
7389,50246.png,0
7390,25780.png,0
7391,42078.png,0
7392,89621.png,1
7393,27156.png,0
7394,63910.png,0
7395,40529.png,0
7396,50732.png,1
7397,39540.png,0
7398,24607.png,0
7399,46193.png,1
7400,80926.png,0
7401,59142.png,1
7402,28436.png,0
7403,87219.png,1
7404,18594.png,0
7405,94625.png,0
7406,87946.png,0
7407,91083.png,0
7408,58136.png,1
7409,83429.png,1
7410,02943.png,0
7411,51726.png,1
7412,14087.png,1
7413,87309.png,0
7414,76429.png,1
7415,82719.png,1
7416,48175.png,1
7417,70285.png,0
7418,84370.png,0
7419,25340.png,0
7420,04938.png,0
7421,27836.png,1
7422,79652.png,0
7423,36175.png,0
7424,82943.png,1
7425,74630.png,1
7426,42897.png,1
7427,81764.png,0
7428,45370.png,0
7429,67014.png,0
7430,51086.png,1
7431,73984.png,1
7432,35087.png,0
7433,27895.png,0
7434,16039.png,0
7435,49863.png,0
7436,50167.png,0
7437,16048.png,0
7438,41962.png,0
7439,85093.png,0
7440,31209.png,1
7441,37902.png,1
7442,20795.png,0
7443,47029.png,1
7444,08163.png,1
7445,28479.png,1
7446,39576.png,0
7447,38654.png,0
7448,05127.png,1
7449,59602.png,0
7450,42861.png,0
7451,93168.png,0
7452,89726.png,0
7453,51269.png,0
7454,70492.png,1
7455,53096.png,0
7456,49328.png,0
7457,67241.png,0
7458,49685.png,1
7459,85902.png,0
7460,08439.png,1
7461,78095.png,1
7462,32540.png,1
7463,09648.png,0
7464,95267.png,0
7465,93506.png,0
7466,21589.png,1
7467,13976.png,1
7468,58023.png,1
7469,01235.png,1
7470,51293.png,0
7471,52863.png,0
7472,20371.png,1
7473,96514.png,0
7474,37945.png,0
7475,06795.png,1
7476,87403.png,0
7477,02631.png,0
7478,64593.png,0
7479,36821.png,1
7480,31487.png,0
7481,97250.png,0
7482,87392.png,0
7483,21780.png,1
7484,03861.png,0
7485,50163.png,0
7486,14067.png,0
7487,10579.png,1
7488,12807.png,0
7489,63850.png,1
7490,60374.png,0
7491,79605.png,0
7492,16049.png,0
7493,28561.png,0
7494,08276.png,0
7495,71509.png,1
7496,27153.png,1
7497,87914.png,0
7498,78260.png,1
7499,86250.png,1
7500,65283.png,0
7501,49271.png,0
7502,69250.png,0
7503,51864.png,0
7504,41852.png,0
7505,56187.png,0
7506,90286.png,0
7507,70841.png,0
7508,57923.png,0
7509,39624.png,0
7510,87634.png,0
7511,56721.png,1
7512,07481.png,0
7513,51249.png,0
7514,21048.png,0
7515,83571.png,0
7516,09268.png,1
7517,74158.png,0
7518,05784.png,1
7519,59708.png,0
7520,50834.png,1
7521,07269.png,0
7522,97845.png,1
7523,45219.png,0
7524,67058.png,1
7525,47096.png,1
7526,09642.png,0
7527,45603.png,1
7528,53901.png,0
7529,94501.png,0
7530,62934.png,0
7531,37129.png,0
7532,63087.png,1
7533,52487.png,0
7534,47203.png,0
7535,78406.png,0
7536,57619.png,0
7537,76152.png,0
7538,52386.png,1
7539,42806.png,1
7540,90413.png,1
7541,56921.png,0
7542,32168.png,0
7543,74563.png,0
7544,31024.png,0
7545,19026.png,1
7546,09374.png,1
7547,32947.png,0
7548,56987.png,0
7549,82765.png,0
7550,08375.png,1
7551,49682.png,0
7552,23415.png,0
7553,46753.png,1
7554,38029.png,0
7555,12956.png,0
7556,78923.png,1
7557,96524.png,1
7558,47591.png,0
7559,45023.png,0
7560,62851.png,0
7561,43217.png,1
7562,69035.png,0
7563,18432.png,0
7564,21348.png,0
7565,04791.png,1
7566,67980.png,1
7567,71358.png,0
7568,14650.png,0
7569,34207.png,0
7570,76142.png,0
7571,15936.png,0
7572,97403.png,0
7573,58947.png,0
7574,53274.png,0
7575,94078.png,1
7576,18507.png,0
7577,50492.png,0
7578,52706.png,0
7579,10759.png,0
7580,70429.png,1
7581,38956.png,0
7582,64029.png,1
7583,01256.png,1
7584,56907.png,1
7585,47530.png,1
7586,54018.png,0
7587,49671.png,0
7588,89465.png,0
7589,30465.png,0
7590,21598.png,0
7591,13548.png,0
7592,30682.png,0
7593,37642.png,0
7594,70169.png,1
7595,61825.png,0
7596,16720.png,0
7597,87619.png,0
7598,35781.png,1
7599,25438.png,0
7600,35674.png,0
7601,14260.png,0
7602,54016.png,0
7603,86597.png,0
7604,84709.png,0
7605,14296.png,0
7606,01487.png,1
7607,92407.png,1
7608,58490.png,1
7609,49075.png,0
7610,07389.png,0
7611,20718.png,0
7612,75839.png,0
7613,03718.png,0
7614,36571.png,0
7615,15420.png,0
7616,28546.png,0
7617,25197.png,1
7618,06482.png,1
7619,82413.png,1
7620,62854.png,0
7621,79352.png,1
7622,05847.png,0
7623,03257.png,1
7624,34751.png,1
7625,96307.png,0
7626,52108.png,0
7627,57608.png,0
7628,74953.png,0
7629,78315.png,1
7630,31085.png,1
7631,97258.png,0
7632,59321.png,0
7633,12063.png,0
7634,59248.png,0
7635,84592.png,1
7636,61834.png,0
7637,30456.png,0
7638,89507.png,0
7639,02674.png,1
7640,36179.png,0
7641,14072.png,0
7642,43920.png,1
7643,27913.png,0
7644,07268.png,0
7645,18790.png,0
7646,98412.png,1
7647,72145.png,0
7648,86947.png,0
7649,08372.png,0
7650,79850.png,0
7651,16389.png,1
7652,75941.png,0
7653,26543.png,1
7654,28391.png,1
7655,17459.png,0
7656,05749.png,1
7657,74956.png,0
7658,81457.png,1
7659,39408.png,1
7660,04923.png,0
7661,28657.png,1
7662,35814.png,1
7663,26087.png,1
7664,28756.png,1
7665,59832.png,0
7666,07912.png,0
7667,17905.png,1
7668,96857.png,0
7669,04768.png,0
7670,45687.png,0
7671,86730.png,1
7672,83602.png,1
7673,30692.png,1
7674,83271.png,1
7675,49802.png,0
7676,10478.png,0
7677,39056.png,1
7678,51462.png,1
7679,60398.png,0
7680,86391.png,0
7681,40239.png,0
7682,57198.png,0
7683,41908.png,0
7684,90534.png,0
7685,35764.png,1
7686,79125.png,1
7687,38641.png,1
7688,24069.png,0
7689,27591.png,1
7690,17425.png,1
7691,38046.png,0
7692,49126.png,0
7693,04217.png,0
7694,57249.png,0
7695,34075.png,0
7696,01694.png,0
7697,67180.png,0
7698,73159.png,0
7699,82179.png,0
7700,81079.png,1
7701,12953.png,0
7702,70529.png,0
7703,87621.png,0
7704,30872.png,0
7705,26598.png,0
7706,36928.png,0
7707,78921.png,0
7708,62510.png,0
7709,91430.png,0
7710,17052.png,1
7711,48306.png,0
7712,29841.png,0
7713,16824.png,0
7714,58642.png,0
7715,85023.png,0
7716,89741.png,0
7717,31092.png,0
7718,26340.png,1
7719,07194.png,0
7720,56123.png,0
7721,49285.png,1
7722,63028.png,0
7723,98314.png,0
7724,30185.png,1
7725,10689.png,0
7726,08563.png,0
7727,36570.png,0
7728,71530.png,1
7729,46925.png,0
7730,58679.png,0
7731,70123.png,1
7732,43520.png,0
7733,14657.png,0
7734,60541.png,1
7735,54690.png,1
7736,75241.png,0
7737,78623.png,0
7738,67190.png,0
7739,79658.png,0
7740,68951.png,0
7741,72194.png,0
7742,64215.png,0
7743,19420.png,0
7744,04915.png,0
7745,87604.png,1
7746,71450.png,1
7747,59601.png,0
7748,49280.png,0
7749,60913.png,1
7750,23519.png,0
7751,79234.png,0
7752,42178.png,0
7753,84692.png,0
7754,73690.png,0
7755,83206.png,1
7756,72361.png,1
7757,76539.png,1
7758,10639.png,0
7759,93428.png,0
7760,09387.png,1
7761,08196.png,0
7762,16734.png,1
7763,70592.png,1
7764,05329.png,1
7765,58471.png,0
7766,64958.png,0
7767,81532.png,0
7768,38761.png,1
7769,79068.png,1
7770,75624.png,0
7771,51602.png,0
7772,34107.png,0
7773,01497.png,1
7774,45216.png,0
7775,94067.png,1
7776,06237.png,0
7777,67492.png,1
7778,65189.png,0
7779,54376.png,0
7780,82139.png,1
7781,07452.png,1
7782,41678.png,0
7783,29506.png,1
7784,07413.png,0
7785,61589.png,0
7786,32405.png,0
7787,78492.png,1
7788,67548.png,0
7789,41023.png,0
7790,16075.png,1
7791,83914.png,1
7792,78650.png,0
7793,92846.png,0
7794,61743.png,0
7795,75648.png,0
7796,60215.png,0
7797,40756.png,1
7798,64753.png,0
7799,02854.png,1
7800,52036.png,1
7801,87412.png,0
7802,42987.png,0
7803,38714.png,0
7804,54083.png,0
7805,61932.png,1
7806,20187.png,0
7807,73498.png,1
7808,71593.png,0
7809,10625.png,0
7810,15290.png,1
7811,15083.png,0
7812,14397.png,0
7813,57984.png,0
7814,08695.png,1
7815,39051.png,0
7816,58602.png,0
7817,71503.png,0
7818,43265.png,0
7819,59470.png,1
7820,73219.png,0
7821,46357.png,1
7822,09527.png,1
7823,68259.png,0
7824,17354.png,0
7825,19637.png,1
7826,35287.png,0
7827,80971.png,0
7828,50746.png,1
7829,08693.png,0
7830,56843.png,1
7831,01653.png,0
7832,97402.png,1
7833,96270.png,0
7834,21704.png,0
7835,81203.png,1
7836,96104.png,0
7837,30168.png,1
7838,73105.png,0
7839,86175.png,0
7840,26940.png,0
7841,24806.png,0
7842,23615.png,0
7843,18469.png,1
7844,01264.png,0
7845,97601.png,0
7846,43792.png,0
7847,10947.png,1
7848,34710.png,0
7849,84305.png,0
7850,79036.png,0
7851,62018.png,0
7852,86142.png,1
7853,21394.png,1
7854,94106.png,0
7855,39170.png,0
7856,78541.png,0
7857,59462.png,1
7858,68245.png,0
7859,85670.png,0
7860,23467.png,1
7861,16845.png,0
7862,18524.png,0
7863,48153.png,0
7864,10528.png,1
7865,75960.png,1
7866,02439.png,0
7867,32081.png,0
7868,76458.png,0
7869,90625.png,1
7870,72956.png,1
7871,08531.png,0
7872,21769.png,1
7873,75613.png,0
7874,54201.png,0
7875,78293.png,1
7876,07125.png,1
7877,72946.png,1
7878,19824.png,0
7879,31287.png,0
7880,86031.png,1
7881,23657.png,0
7882,82367.png,1
7883,16903.png,1
7884,27613.png,0
7885,05689.png,0
7886,91724.png,0
7887,86543.png,1
7888,24876.png,0
7889,98657.png,1
7890,60789.png,0
7891,93081.png,0
7892,08462.png,0
7893,47605.png,0
7894,19634.png,1
7895,37298.png,1
7896,14892.png,1
7897,38469.png,0
7898,52918.png,1
7899,71682.png,0
7900,95278.png,1
7901,37186.png,0
7902,57962.png,1
7903,09814.png,1
7904,90654.png,0
7905,71539.png,0
7906,34785.png,0
7907,96701.png,1
7908,76239.png,1
7909,58914.png,0
7910,36982.png,1
7911,75193.png,0
7912,09518.png,1
7913,74206.png,0
7914,38157.png,0
7915,20438.png,0
7916,69012.png,1
7917,62391.png,0
7918,24108.png,0
7919,45207.png,1
7920,36497.png,0
7921,98316.png,0
7922,47608.png,0
7923,86104.png,1
7924,03254.png,1
7925,73091.png,1
7926,61840.png,0
7927,46175.png,0
7928,08941.png,0
7929,87165.png,0
7930,53261.png,0
7931,42638.png,0
7932,12490.png,1
7933,65248.png,1
7934,83549.png,1
7935,14852.png,0
7936,41298.png,0
7937,61204.png,1
7938,47506.png,1
7939,93246.png,0
7940,63042.png,1
7941,35419.png,0
7942,91374.png,0
7943,83517.png,0
7944,10357.png,0
7945,79018.png,0
7946,27503.png,0
7947,36850.png,1
7948,48516.png,1
7949,09875.png,0
7950,76819.png,0
7951,76583.png,1
7952,73104.png,0
7953,08162.png,0
7954,13902.png,1
7955,79104.png,0
7956,89356.png,0
7957,02581.png,1
7958,06897.png,1
7959,90846.png,0
7960,81254.png,0
7961,47250.png,0
7962,37024.png,0
7963,98726.png,1
7964,67298.png,1
7965,52687.png,0
7966,96238.png,0
7967,96513.png,1
7968,15043.png,1
7969,35794.png,1
7970,87059.png,1
7971,94732.png,1
7972,63814.png,0
7973,64287.png,1
7974,76435.png,1
7975,02185.png,0
7976,07834.png,0
7977,78325.png,0
7978,70842.png,0
7979,03472.png,1
7980,32867.png,0
7981,34871.png,0
7982,78034.png,0
7983,29438.png,1
7984,74192.png,0
7985,65043.png,0
7986,63957.png,0
7987,07218.png,0
7988,61082.png,0
7989,30567.png,1
7990,17290.png,1
7991,67132.png,0
7992,56401.png,0
7993,57084.png,0
7994,79846.png,1
7995,94638.png,0
7996,67051.png,0
7997,20867.png,1
7998,29470.png,0
7999,47359.png,1
8000,73819.png,0
8001,57180.png,0
8002,90827.png,0
8003,38961.png,1
8004,46538.png,0
8005,19547.png,0
8006,84502.png,1
8007,71492.png,0
8008,42105.png,1
8009,38419.png,1
8010,26057.png,0
8011,91674.png,1
8012,41092.png,1
8013,16892.png,0
8014,50124.png,1
8015,37649.png,0
8016,34567.png,1
8017,69450.png,1
8018,82960.png,0
8019,76038.png,0
8020,94068.png,1
8021,86750.png,1
8022,84297.png,0
8023,87054.png,1
8024,31278.png,1
8025,10693.png,0
8026,36748.png,0
8027,13596.png,0
8028,63741.png,0
8029,39852.png,0
8030,29735.png,1
8031,91476.png,1
8032,69305.png,0
8033,65073.png,1
8034,15603.png,0
8035,90318.png,0
8036,72536.png,0
8037,31924.png,0
8038,89602.png,0
8039,19537.png,1
8040,41057.png,1
8041,67029.png,0
8042,52361.png,0
8043,21453.png,1
8044,96204.png,1
8045,14976.png,0
8046,54981.png,1
8047,57132.png,0
8048,52609.png,0
8049,15734.png,1
8050,64825.png,0
8051,20931.png,0
8052,85947.png,0
8053,97325.png,1
8054,31927.png,0
8055,38210.png,0
8056,39250.png,0
8057,48361.png,1
8058,19542.png,1
8059,64905.png,0
8060,84103.png,0
8061,34897.png,1
8062,09423.png,0
8063,06749.png,0
8064,62597.png,0
8065,73125.png,0
8066,13046.png,0
8067,07134.png,0
8068,18632.png,1
8069,60829.png,0
8070,24580.png,0
8071,10436.png,1
8072,15270.png,1
8073,26835.png,1
8074,89632.png,1
8075,57913.png,1
8076,71368.png,0
8077,61258.png,0
8078,31657.png,1
8079,49120.png,0
8080,40125.png,0
8081,57034.png,0
8082,49208.png,0
8083,18290.png,1
8084,67541.png,1
8085,13579.png,0
8086,48051.png,1
8087,92578.png,0
8088,31684.png,0
8089,48579.png,1
8090,05916.png,0
8091,65217.png,0
8092,98537.png,0
8093,08495.png,0
8094,37580.png,0
8095,27986.png,0
8096,60739.png,0
8097,81409.png,0
8098,85146.png,1
8099,64137.png,0
8100,67581.png,0
8101,07345.png,0
8102,85941.png,0
8103,92038.png,0
8104,48069.png,0
8105,75693.png,0
8106,37502.png,0
8107,80214.png,0
8108,43716.png,0
8109,79681.png,0
8110,12836.png,0
8111,91385.png,0
8112,70395.png,1
8113,15906.png,0
8114,20715.png,0
8115,21073.png,0
8116,35170.png,1
8117,61580.png,1
8118,59370.png,1
8119,87902.png,1
8120,08962.png,0
8121,47309.png,0
8122,73982.png,0
8123,14829.png,1
8124,15804.png,0
8125,16297.png,1
8126,69752.png,0
8127,43569.png,1
8128,73218.png,0
8129,20681.png,1
8130,12034.png,1
8131,52607.png,1
8132,27043.png,1
8133,68370.png,0
8134,81679.png,0
8135,78294.png,1
8136,30918.png,1
8137,06158.png,0
8138,10389.png,0
8139,35178.png,1
8140,68342.png,1
8141,68597.png,0
8142,06519.png,1
8143,61345.png,0
8144,51839.png,0
8145,64283.png,0
8146,69327.png,1
8147,81063.png,0
8148,82195.png,0
8149,47926.png,1
8150,40375.png,1
8151,91453.png,0
8152,50617.png,0
8153,24380.png,0
8154,71920.png,1
8155,04735.png,0
8156,50624.png,0
8157,84153.png,0
8158,45180.png,0
8159,31786.png,0
8160,96301.png,1
8161,78564.png,1
8162,67438.png,1
8163,64127.png,1
8164,71340.png,0
8165,56107.png,0
8166,19532.png,1
8167,60234.png,0
8168,20837.png,1
8169,17582.png,0
8170,76920.png,0
8171,86251.png,0
8172,29351.png,1
8173,76850.png,1
8174,89542.png,0
8175,83205.png,0
8176,70126.png,1
8177,34072.png,0
8178,14268.png,0
8179,12549.png,0
8180,29075.png,0
8181,97586.png,0
8182,08173.png,1
8183,84125.png,0
8184,59863.png,0
8185,68450.png,0
8186,72431.png,0
8187,94065.png,0
8188,95031.png,0
8189,32746.png,0
